query_id,alumni_id,nim,prodi,angkatan,platform_target,query_text,query_type,created_at,scheduler_batch_id
Q-0007513,ALM-2021-02-103,202102103,Sistem Informasi,2021,Google Scholar,"""Ilham Laila Puspitasari"" site:scholar.google.com",academic_profile,2026-02-19,BATCH-2021-W18
Q-0007514,ALM-2021-02-103,202102103,Sistem Informasi,2021,ORCID,"""Ilham Laila Puspitasari"" ORCID",research_profile,2026-05-16,BATCH-2021-W18
Q-0007515,ALM-2021-02-103,202102103,Sistem Informasi,2021,LinkedIn,"""Ilham Laila Puspitasari"" ""Consultant"" ""Malang""",career_context,2026-12-12,BATCH-2021-W18
Q-0007516,ALM-2021-02-104,202102104,Sistem Informasi,2021,Web Umum,"""Syifa Dimas Santoso"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-05-04,BATCH-2021-W31
Q-0007517,ALM-2021-02-104,202102104,Sistem Informasi,2021,Web Umum,"""Syifa Dimas Santoso"" ""Sistem Informasi"" ""UMM""",identity_major,2025-01-16,BATCH-2021-W31
Q-0007518,ALM-2021-02-104,202102104,Sistem Informasi,2021,Google Scholar,"""Syifa Dimas Santoso"" site:scholar.google.com",academic_profile,2026-10-17,BATCH-2021-W31
Q-0007519,ALM-2021-02-104,202102104,Sistem Informasi,2021,ORCID,"""Syifa Dimas Santoso"" ORCID",research_profile,2026-04-02,BATCH-2021-W31
Q-0007520,ALM-2021-02-104,202102104,Sistem Informasi,2021,LinkedIn,"""Syifa Dimas Santoso"" ""Analyst"" ""Malang""",career_context,2026-02-03,BATCH-2021-W31
Q-0007521,ALM-2021-02-105,202102105,Sistem Informasi,2021,Web Umum,"""Syifa Nabila Hidayat"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-07-16,BATCH-2021-W22
Q-0007522,ALM-2021-02-105,202102105,Sistem Informasi,2021,Web Umum,"""Syifa Nabila Hidayat"" ""Sistem Informasi"" ""UMM""",identity_major,2026-01-01,BATCH-2021-W22
Q-0007523,ALM-2021-02-105,202102105,Sistem Informasi,2021,Google Scholar,"""Syifa Nabila Hidayat"" site:scholar.google.com",academic_profile,2026-02-20,BATCH-2021-W22
Q-0007524,ALM-2021-02-105,202102105,Sistem Informasi,2021,ORCID,"""Syifa Nabila Hidayat"" ORCID",research_profile,2025-12-25,BATCH-2021-W22
Q-0007525,ALM-2021-02-105,202102105,Sistem Informasi,2021,LinkedIn,"""Syifa Nabila Hidayat"" ""Software Engineer"" ""Malang""",career_context,2026-01-09,BATCH-2021-W22
Q-0007526,ALM-2021-02-106,202102106,Sistem Informasi,2021,Web Umum,"""Aisyah Laila Puspitasari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-02-19,BATCH-2021-W31
Q-0007527,ALM-2021-02-106,202102106,Sistem Informasi,2021,Web Umum,"""Aisyah Laila Puspitasari"" ""Sistem Informasi"" ""UMM""",identity_major,2025-02-24,BATCH-2021-W31
Q-0007528,ALM-2021-02-106,202102106,Sistem Informasi,2021,Google Scholar,"""Aisyah Laila Puspitasari"" site:scholar.google.com",academic_profile,2026-10-22,BATCH-2021-W31
Q-0007529,ALM-2021-02-106,202102106,Sistem Informasi,2021,ORCID,"""Aisyah Laila Puspitasari"" ORCID",research_profile,2026-09-18,BATCH-2021-W31
Q-0007530,ALM-2021-02-106,202102106,Sistem Informasi,2021,LinkedIn,"""Aisyah Laila Puspitasari"" ""Analyst"" ""Malang""",career_context,2025-03-12,BATCH-2021-W31
Q-0007531,ALM-2021-02-107,202102107,Sistem Informasi,2021,Web Umum,"""Nisa Iqbal Puspitasari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-04-28,BATCH-2021-W32
Q-0007532,ALM-2021-02-107,202102107,Sistem Informasi,2021,Web Umum,"""Nisa Iqbal Puspitasari"" ""Sistem Informasi"" ""UMM""",identity_major,2026-10-02,BATCH-2021-W32
Q-0007533,ALM-2021-02-107,202102107,Sistem Informasi,2021,Google Scholar,"""Nisa Iqbal Puspitasari"" site:scholar.google.com",academic_profile,2026-12-09,BATCH-2021-W32
Q-0007534,ALM-2021-02-107,202102107,Sistem Informasi,2021,ORCID,"""Nisa Iqbal Puspitasari"" ORCID",research_profile,2025-06-07,BATCH-2021-W32
Q-0007535,ALM-2021-02-107,202102107,Sistem Informasi,2021,LinkedIn,"""Nisa Iqbal Puspitasari"" ""Analyst"" ""Malang""",career_context,2025-01-25,BATCH-2021-W32
Q-0007536,ALM-2021-02-108,202102108,Sistem Informasi,2021,Web Umum,"""Naufal Reza Ramadhan"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-01-26,BATCH-2021-W36
Q-0007537,ALM-2021-02-108,202102108,Sistem Informasi,2021,Web Umum,"""Naufal Reza Ramadhan"" ""Sistem Informasi"" ""UMM""",identity_major,2025-08-24,BATCH-2021-W36
Q-0007538,ALM-2021-02-108,202102108,Sistem Informasi,2021,Google Scholar,"""Naufal Reza Ramadhan"" site:scholar.google.com",academic_profile,2026-06-05,BATCH-2021-W36
Q-0007539,ALM-2021-02-108,202102108,Sistem Informasi,2021,ORCID,"""Naufal Reza Ramadhan"" ORCID",research_profile,2025-08-05,BATCH-2021-W36
Q-0007540,ALM-2021-02-108,202102108,Sistem Informasi,2021,LinkedIn,"""Naufal Reza Ramadhan"" ""Analyst"" ""Malang""",career_context,2026-10-26,BATCH-2021-W36
Q-0007541,ALM-2021-02-109,202102109,Sistem Informasi,2021,Web Umum,"""Fajar Intan Wijaya"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-07-26,BATCH-2021-W25
Q-0007542,ALM-2021-02-109,202102109,Sistem Informasi,2021,Web Umum,"""Fajar Intan Wijaya"" ""Sistem Informasi"" ""UMM""",identity_major,2026-04-04,BATCH-2021-W25
Q-0007543,ALM-2021-02-109,202102109,Sistem Informasi,2021,Google Scholar,"""Fajar Intan Wijaya"" site:scholar.google.com",academic_profile,2026-09-24,BATCH-2021-W25
Q-0007544,ALM-2021-02-109,202102109,Sistem Informasi,2021,ORCID,"""Fajar Intan Wijaya"" ORCID",research_profile,2026-09-25,BATCH-2021-W25
Q-0007545,ALM-2021-02-109,202102109,Sistem Informasi,2021,LinkedIn,"""Fajar Intan Wijaya"" ""Software Engineer"" ""Malang""",career_context,2026-11-17,BATCH-2021-W25
Q-0007546,ALM-2021-02-110,202102110,Sistem Informasi,2021,Web Umum,"""Fajar Hafiz Puspitasari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-11-02,BATCH-2021-W05
Q-0007547,ALM-2021-02-110,202102110,Sistem Informasi,2021,Web Umum,"""Fajar Hafiz Puspitasari"" ""Sistem Informasi"" ""UMM""",identity_major,2026-09-02,BATCH-2021-W05
Q-0007548,ALM-2021-02-110,202102110,Sistem Informasi,2021,Google Scholar,"""Fajar Hafiz Puspitasari"" site:scholar.google.com",academic_profile,2026-12-26,BATCH-2021-W05
Q-0007549,ALM-2021-02-110,202102110,Sistem Informasi,2021,ORCID,"""Fajar Hafiz Puspitasari"" ORCID",research_profile,2026-01-19,BATCH-2021-W05
Q-0007550,ALM-2021-02-110,202102110,Sistem Informasi,2021,LinkedIn,"""Fajar Hafiz Puspitasari"" ""Consultant"" ""Malang""",career_context,2026-06-17,BATCH-2021-W05
Q-0007551,ALM-2021-02-111,202102111,Sistem Informasi,2021,Web Umum,"""Dinda Fitri Wibowo"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-11-10,BATCH-2021-W49
Q-0007552,ALM-2021-02-111,202102111,Sistem Informasi,2021,Web Umum,"""Dinda Fitri Wibowo"" ""Sistem Informasi"" ""UMM""",identity_major,2026-08-03,BATCH-2021-W49
Q-0007553,ALM-2021-02-111,202102111,Sistem Informasi,2021,Google Scholar,"""Dinda Fitri Wibowo"" site:scholar.google.com",academic_profile,2026-03-19,BATCH-2021-W49
Q-0007554,ALM-2021-02-111,202102111,Sistem Informasi,2021,ORCID,"""Dinda Fitri Wibowo"" ORCID",research_profile,2026-08-13,BATCH-2021-W49
Q-0007555,ALM-2021-02-111,202102111,Sistem Informasi,2021,LinkedIn,"""Dinda Fitri Wibowo"" ""Analyst"" ""Malang""",career_context,2026-05-03,BATCH-2021-W49
Q-0007556,ALM-2021-02-112,202102112,Sistem Informasi,2021,Web Umum,"""Dinda Iqbal Kurniawan"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-03-13,BATCH-2021-W18
Q-0007557,ALM-2021-02-112,202102112,Sistem Informasi,2021,Web Umum,"""Dinda Iqbal Kurniawan"" ""Sistem Informasi"" ""UMM""",identity_major,2026-08-06,BATCH-2021-W18
Q-0007558,ALM-2021-02-112,202102112,Sistem Informasi,2021,Google Scholar,"""Dinda Iqbal Kurniawan"" site:scholar.google.com",academic_profile,2026-02-23,BATCH-2021-W18
Q-0007559,ALM-2021-02-112,202102112,Sistem Informasi,2021,ORCID,"""Dinda Iqbal Kurniawan"" ORCID",research_profile,2026-05-09,BATCH-2021-W18
Q-0007560,ALM-2021-02-112,202102112,Sistem Informasi,2021,LinkedIn,"""Dinda Iqbal Kurniawan"" ""Consultant"" ""Malang""",career_context,2026-12-10,BATCH-2021-W18
Q-0007561,ALM-2021-02-113,202102113,Sistem Informasi,2021,Web Umum,"""Naufal Aisyah Wibowo"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-05-04,BATCH-2021-W28
Q-0007562,ALM-2021-02-113,202102113,Sistem Informasi,2021,Web Umum,"""Naufal Aisyah Wibowo"" ""Sistem Informasi"" ""UMM""",identity_major,2026-12-23,BATCH-2021-W28
Q-0007563,ALM-2021-02-113,202102113,Sistem Informasi,2021,Google Scholar,"""Naufal Aisyah Wibowo"" site:scholar.google.com",academic_profile,2026-03-27,BATCH-2021-W28
Q-0007564,ALM-2021-02-113,202102113,Sistem Informasi,2021,ORCID,"""Naufal Aisyah Wibowo"" ORCID",research_profile,2025-03-21,BATCH-2021-W28
Q-0007565,ALM-2021-02-113,202102113,Sistem Informasi,2021,LinkedIn,"""Naufal Aisyah Wibowo"" ""Engineer"" ""Malang""",career_context,2026-09-20,BATCH-2021-W28
Q-0007566,ALM-2021-02-114,202102114,Sistem Informasi,2021,Web Umum,"""Fajar Aisyah Rahmawati"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-05-02,BATCH-2021-W39
Q-0007567,ALM-2021-02-114,202102114,Sistem Informasi,2021,Web Umum,"""Fajar Aisyah Rahmawati"" ""Sistem Informasi"" ""UMM""",identity_major,2026-12-28,BATCH-2021-W39
Q-0007568,ALM-2021-02-114,202102114,Sistem Informasi,2021,Google Scholar,"""Fajar Aisyah Rahmawati"" site:scholar.google.com",academic_profile,2026-02-07,BATCH-2021-W39
Q-0007569,ALM-2021-02-114,202102114,Sistem Informasi,2021,ORCID,"""Fajar Aisyah Rahmawati"" ORCID",research_profile,2025-04-16,BATCH-2021-W39
Q-0007570,ALM-2021-02-114,202102114,Sistem Informasi,2021,LinkedIn,"""Fajar Aisyah Rahmawati"" ""Consultant"" ""Malang""",career_context,2026-07-10,BATCH-2021-W39
Q-0007571,ALM-2021-02-115,202102115,Sistem Informasi,2021,Web Umum,"""Nisa Safira Nugroho"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-11-17,BATCH-2021-W26
Q-0007572,ALM-2021-02-115,202102115,Sistem Informasi,2021,Web Umum,"""Nisa Safira Nugroho"" ""Sistem Informasi"" ""UMM""",identity_major,2026-12-12,BATCH-2021-W26
Q-0007573,ALM-2021-02-115,202102115,Sistem Informasi,2021,Google Scholar,"""Nisa Safira Nugroho"" site:scholar.google.com",academic_profile,2026-03-06,BATCH-2021-W26
Q-0007574,ALM-2021-02-115,202102115,Sistem Informasi,2021,ORCID,"""Nisa Safira Nugroho"" ORCID",research_profile,2025-09-16,BATCH-2021-W26
Q-0007575,ALM-2021-02-115,202102115,Sistem Informasi,2021,LinkedIn,"""Nisa Safira Nugroho"" ""Consultant"" ""Malang""",career_context,2026-08-21,BATCH-2021-W26
Q-0007576,ALM-2021-02-116,202102116,Sistem Informasi,2021,Web Umum,"""Ilham Annisa Permata"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-06-02,BATCH-2021-W35
Q-0007577,ALM-2021-02-116,202102116,Sistem Informasi,2021,Web Umum,"""Ilham Annisa Permata"" ""Sistem Informasi"" ""UMM""",identity_major,2026-02-18,BATCH-2021-W35
Q-0007578,ALM-2021-02-116,202102116,Sistem Informasi,2021,Google Scholar,"""Ilham Annisa Permata"" site:scholar.google.com",academic_profile,2026-06-03,BATCH-2021-W35
Q-0007579,ALM-2021-02-116,202102116,Sistem Informasi,2021,ORCID,"""Ilham Annisa Permata"" ORCID",research_profile,2026-12-19,BATCH-2021-W35
Q-0007580,ALM-2021-02-116,202102116,Sistem Informasi,2021,LinkedIn,"""Ilham Annisa Permata"" ""Consultant"" ""Malang""",career_context,2026-06-18,BATCH-2021-W35
Q-0007581,ALM-2021-02-117,202102117,Sistem Informasi,2021,Web Umum,"""Nabila Intan Puspitasari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-11-07,BATCH-2021-W07
Q-0007582,ALM-2021-02-117,202102117,Sistem Informasi,2021,Web Umum,"""Nabila Intan Puspitasari"" ""Sistem Informasi"" ""UMM""",identity_major,2026-02-10,BATCH-2021-W07
Q-0007583,ALM-2021-02-117,202102117,Sistem Informasi,2021,Google Scholar,"""Nabila Intan Puspitasari"" site:scholar.google.com",academic_profile,2026-10-22,BATCH-2021-W07
Q-0007584,ALM-2021-02-117,202102117,Sistem Informasi,2021,ORCID,"""Nabila Intan Puspitasari"" ORCID",research_profile,2026-10-17,BATCH-2021-W07
Q-0007585,ALM-2021-02-117,202102117,Sistem Informasi,2021,LinkedIn,"""Nabila Intan Puspitasari"" ""Analyst"" ""Malang""",career_context,2025-07-23,BATCH-2021-W07
Q-0007586,ALM-2021-02-118,202102118,Sistem Informasi,2021,Web Umum,"""Reza Aulia Nugroho"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-12-09,BATCH-2021-W07
Q-0007587,ALM-2021-02-118,202102118,Sistem Informasi,2021,Web Umum,"""Reza Aulia Nugroho"" ""Sistem Informasi"" ""UMM""",identity_major,2026-04-17,BATCH-2021-W07
Q-0007588,ALM-2021-02-118,202102118,Sistem Informasi,2021,Google Scholar,"""Reza Aulia Nugroho"" site:scholar.google.com",academic_profile,2026-03-08,BATCH-2021-W07
Q-0007589,ALM-2021-02-118,202102118,Sistem Informasi,2021,ORCID,"""Reza Aulia Nugroho"" ORCID",research_profile,2025-12-07,BATCH-2021-W07
Q-0007590,ALM-2021-02-118,202102118,Sistem Informasi,2021,LinkedIn,"""Reza Aulia Nugroho"" ""Analyst"" ""Malang""",career_context,2026-04-07,BATCH-2021-W07
Q-0007591,ALM-2021-02-119,202102119,Sistem Informasi,2021,Web Umum,"""Rizka Reza Permata"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-03-06,BATCH-2021-W12
Q-0007592,ALM-2021-02-119,202102119,Sistem Informasi,2021,Web Umum,"""Rizka Reza Permata"" ""Sistem Informasi"" ""UMM""",identity_major,2026-08-01,BATCH-2021-W12
Q-0007593,ALM-2021-02-119,202102119,Sistem Informasi,2021,Google Scholar,"""Rizka Reza Permata"" site:scholar.google.com",academic_profile,2026-12-12,BATCH-2021-W12
Q-0007594,ALM-2021-02-119,202102119,Sistem Informasi,2021,ORCID,"""Rizka Reza Permata"" ORCID",research_profile,2026-12-24,BATCH-2021-W12
Q-0007595,ALM-2021-02-119,202102119,Sistem Informasi,2021,LinkedIn,"""Rizka Reza Permata"" ""Software Engineer"" ""Malang""",career_context,2026-04-03,BATCH-2021-W12
Q-0007596,ALM-2021-02-120,202102120,Sistem Informasi,2021,Web Umum,"""Andi Nisa Puspitasari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-11-22,BATCH-2021-W11
Q-0007597,ALM-2021-02-120,202102120,Sistem Informasi,2021,Web Umum,"""Andi Nisa Puspitasari"" ""Sistem Informasi"" ""UMM""",identity_major,2026-01-27,BATCH-2021-W11
Q-0007598,ALM-2021-02-120,202102120,Sistem Informasi,2021,Google Scholar,"""Andi Nisa Puspitasari"" site:scholar.google.com",academic_profile,2026-09-25,BATCH-2021-W11
Q-0007599,ALM-2021-02-120,202102120,Sistem Informasi,2021,ORCID,"""Andi Nisa Puspitasari"" ORCID",research_profile,2026-08-07,BATCH-2021-W11
Q-0007600,ALM-2021-02-120,202102120,Sistem Informasi,2021,LinkedIn,"""Andi Nisa Puspitasari"" ""Consultant"" ""Malang""",career_context,2025-08-10,BATCH-2021-W11
Q-0007601,ALM-2021-02-121,202102121,Sistem Informasi,2021,Web Umum,"""Laila Nabila Ananda"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-08-12,BATCH-2021-W48
Q-0007602,ALM-2021-02-121,202102121,Sistem Informasi,2021,Web Umum,"""Laila Nabila Ananda"" ""Sistem Informasi"" ""UMM""",identity_major,2026-12-05,BATCH-2021-W48
Q-0007603,ALM-2021-02-121,202102121,Sistem Informasi,2021,Google Scholar,"""Laila Nabila Ananda"" site:scholar.google.com",academic_profile,2026-11-20,BATCH-2021-W48
Q-0007604,ALM-2021-02-121,202102121,Sistem Informasi,2021,ORCID,"""Laila Nabila Ananda"" ORCID",research_profile,2026-10-01,BATCH-2021-W48
Q-0007605,ALM-2021-02-121,202102121,Sistem Informasi,2021,LinkedIn,"""Laila Nabila Ananda"" ""Software Engineer"" ""Malang""",career_context,2026-11-21,BATCH-2021-W48
Q-0007606,ALM-2021-02-122,202102122,Sistem Informasi,2021,Web Umum,"""Wahyu Wahyu Hidayat"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-03-13,BATCH-2021-W51
Q-0007607,ALM-2021-02-122,202102122,Sistem Informasi,2021,Web Umum,"""Wahyu Wahyu Hidayat"" ""Sistem Informasi"" ""UMM""",identity_major,2026-06-13,BATCH-2021-W51
Q-0007608,ALM-2021-02-122,202102122,Sistem Informasi,2021,Google Scholar,"""Wahyu Wahyu Hidayat"" site:scholar.google.com",academic_profile,2025-04-16,BATCH-2021-W51
Q-0007609,ALM-2021-02-122,202102122,Sistem Informasi,2021,ORCID,"""Wahyu Wahyu Hidayat"" ORCID",research_profile,2026-05-09,BATCH-2021-W51
Q-0007610,ALM-2021-02-122,202102122,Sistem Informasi,2021,LinkedIn,"""Wahyu Wahyu Hidayat"" ""Engineer"" ""Malang""",career_context,2026-12-22,BATCH-2021-W51
Q-0007611,ALM-2021-02-123,202102123,Sistem Informasi,2021,Web Umum,"""Melati Rani Hidayat"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-03-09,BATCH-2021-W04
Q-0007612,ALM-2021-02-123,202102123,Sistem Informasi,2021,Web Umum,"""Melati Rani Hidayat"" ""Sistem Informasi"" ""UMM""",identity_major,2026-01-25,BATCH-2021-W04
Q-0007613,ALM-2021-02-123,202102123,Sistem Informasi,2021,Google Scholar,"""Melati Rani Hidayat"" site:scholar.google.com",academic_profile,2026-06-14,BATCH-2021-W04
Q-0007614,ALM-2021-02-123,202102123,Sistem Informasi,2021,ORCID,"""Melati Rani Hidayat"" ORCID",research_profile,2026-05-22,BATCH-2021-W04
Q-0007615,ALM-2021-02-123,202102123,Sistem Informasi,2021,LinkedIn,"""Melati Rani Hidayat"" ""Consultant"" ""Malang""",career_context,2026-03-05,BATCH-2021-W04
Q-0007616,ALM-2021-02-124,202102124,Sistem Informasi,2021,Web Umum,"""Muhammad Ilham Sari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-04-06,BATCH-2021-W13
Q-0007617,ALM-2021-02-124,202102124,Sistem Informasi,2021,Web Umum,"""Muhammad Ilham Sari"" ""Sistem Informasi"" ""UMM""",identity_major,2026-03-06,BATCH-2021-W13
Q-0007618,ALM-2021-02-124,202102124,Sistem Informasi,2021,Google Scholar,"""Muhammad Ilham Sari"" site:scholar.google.com",academic_profile,2026-08-27,BATCH-2021-W13
Q-0007619,ALM-2021-02-124,202102124,Sistem Informasi,2021,ORCID,"""Muhammad Ilham Sari"" ORCID",research_profile,2025-03-16,BATCH-2021-W13
Q-0007620,ALM-2021-02-124,202102124,Sistem Informasi,2021,LinkedIn,"""Muhammad Ilham Sari"" ""Engineer"" ""Malang""",career_context,2025-09-06,BATCH-2021-W13
Q-0007621,ALM-2021-02-125,202102125,Sistem Informasi,2021,Web Umum,"""Rafi Reza Firmansyah"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-03-09,BATCH-2021-W15
Q-0007622,ALM-2021-02-125,202102125,Sistem Informasi,2021,Web Umum,"""Rafi Reza Firmansyah"" ""Sistem Informasi"" ""UMM""",identity_major,2026-01-15,BATCH-2021-W15
Q-0007623,ALM-2021-02-125,202102125,Sistem Informasi,2021,Google Scholar,"""Rafi Reza Firmansyah"" site:scholar.google.com",academic_profile,2026-07-10,BATCH-2021-W15
Q-0007624,ALM-2021-02-125,202102125,Sistem Informasi,2021,ORCID,"""Rafi Reza Firmansyah"" ORCID",research_profile,2026-03-25,BATCH-2021-W15
Q-0007625,ALM-2021-02-125,202102125,Sistem Informasi,2021,LinkedIn,"""Rafi Reza Firmansyah"" ""Software Engineer"" ""Malang""",career_context,2026-09-09,BATCH-2021-W15
Q-0007626,ALM-2021-02-126,202102126,Sistem Informasi,2021,Web Umum,"""Adit Arif Ramadhan"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-06-02,BATCH-2021-W27
Q-0007627,ALM-2021-02-126,202102126,Sistem Informasi,2021,Web Umum,"""Adit Arif Ramadhan"" ""Sistem Informasi"" ""UMM""",identity_major,2025-09-25,BATCH-2021-W27
Q-0007628,ALM-2021-02-126,202102126,Sistem Informasi,2021,Google Scholar,"""Adit Arif Ramadhan"" site:scholar.google.com",academic_profile,2025-12-23,BATCH-2021-W27
Q-0007629,ALM-2021-02-126,202102126,Sistem Informasi,2021,ORCID,"""Adit Arif Ramadhan"" ORCID",research_profile,2026-07-21,BATCH-2021-W27
Q-0007630,ALM-2021-02-126,202102126,Sistem Informasi,2021,LinkedIn,"""Adit Arif Ramadhan"" ""Consultant"" ""Malang""",career_context,2026-09-02,BATCH-2021-W27
Q-0007631,ALM-2021-02-127,202102127,Sistem Informasi,2021,Web Umum,"""Nabila Adit Pratama"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-08-17,BATCH-2021-W12
Q-0007632,ALM-2021-02-127,202102127,Sistem Informasi,2021,Web Umum,"""Nabila Adit Pratama"" ""Sistem Informasi"" ""UMM""",identity_major,2026-11-14,BATCH-2021-W12
Q-0007633,ALM-2021-02-127,202102127,Sistem Informasi,2021,Google Scholar,"""Nabila Adit Pratama"" site:scholar.google.com",academic_profile,2026-12-14,BATCH-2021-W12
Q-0007634,ALM-2021-02-127,202102127,Sistem Informasi,2021,ORCID,"""Nabila Adit Pratama"" ORCID",research_profile,2026-07-21,BATCH-2021-W12
Q-0007635,ALM-2021-02-127,202102127,Sistem Informasi,2021,LinkedIn,"""Nabila Adit Pratama"" ""Analyst"" ""Malang""",career_context,2026-07-26,BATCH-2021-W12
Q-0007636,ALM-2021-02-128,202102128,Sistem Informasi,2021,Web Umum,"""Ilham Reza Ananda"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-11-24,BATCH-2021-W03
Q-0007637,ALM-2021-02-128,202102128,Sistem Informasi,2021,Web Umum,"""Ilham Reza Ananda"" ""Sistem Informasi"" ""UMM""",identity_major,2026-08-10,BATCH-2021-W03
Q-0007638,ALM-2021-02-128,202102128,Sistem Informasi,2021,Google Scholar,"""Ilham Reza Ananda"" site:scholar.google.com",academic_profile,2026-09-10,BATCH-2021-W03
Q-0007639,ALM-2021-02-128,202102128,Sistem Informasi,2021,ORCID,"""Ilham Reza Ananda"" ORCID",research_profile,2026-04-25,BATCH-2021-W03
Q-0007640,ALM-2021-02-128,202102128,Sistem Informasi,2021,LinkedIn,"""Ilham Reza Ananda"" ""Analyst"" ""Malang""",career_context,2025-08-06,BATCH-2021-W03
Q-0007641,ALM-2021-02-129,202102129,Sistem Informasi,2021,Web Umum,"""Hafiz Arif Hidayat"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-03-23,BATCH-2021-W31
Q-0007642,ALM-2021-02-129,202102129,Sistem Informasi,2021,Web Umum,"""Hafiz Arif Hidayat"" ""Sistem Informasi"" ""UMM""",identity_major,2026-06-18,BATCH-2021-W31
Q-0007643,ALM-2021-02-129,202102129,Sistem Informasi,2021,Google Scholar,"""Hafiz Arif Hidayat"" site:scholar.google.com",academic_profile,2026-02-24,BATCH-2021-W31
Q-0007644,ALM-2021-02-129,202102129,Sistem Informasi,2021,ORCID,"""Hafiz Arif Hidayat"" ORCID",research_profile,2026-12-11,BATCH-2021-W31
Q-0007645,ALM-2021-02-129,202102129,Sistem Informasi,2021,LinkedIn,"""Hafiz Arif Hidayat"" ""Engineer"" ""Malang""",career_context,2026-03-04,BATCH-2021-W31
Q-0007646,ALM-2021-02-130,202102130,Sistem Informasi,2021,Web Umum,"""Siti Muhammad Santoso"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-03-27,BATCH-2021-W45
Q-0007647,ALM-2021-02-130,202102130,Sistem Informasi,2021,Web Umum,"""Siti Muhammad Santoso"" ""Sistem Informasi"" ""UMM""",identity_major,2026-12-18,BATCH-2021-W45
Q-0007648,ALM-2021-02-130,202102130,Sistem Informasi,2021,Google Scholar,"""Siti Muhammad Santoso"" site:scholar.google.com",academic_profile,2026-05-19,BATCH-2021-W45
Q-0007649,ALM-2021-02-130,202102130,Sistem Informasi,2021,ORCID,"""Siti Muhammad Santoso"" ORCID",research_profile,2026-08-02,BATCH-2021-W45
Q-0007650,ALM-2021-02-130,202102130,Sistem Informasi,2021,LinkedIn,"""Siti Muhammad Santoso"" ""Engineer"" ""Malang""",career_context,2026-06-02,BATCH-2021-W45
Q-0007651,ALM-2021-02-131,202102131,Sistem Informasi,2021,Web Umum,"""Dinda Aulia Utami"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-10-26,BATCH-2021-W28
Q-0007652,ALM-2021-02-131,202102131,Sistem Informasi,2021,Web Umum,"""Dinda Aulia Utami"" ""Sistem Informasi"" ""UMM""",identity_major,2025-08-06,BATCH-2021-W28
Q-0007653,ALM-2021-02-131,202102131,Sistem Informasi,2021,Google Scholar,"""Dinda Aulia Utami"" site:scholar.google.com",academic_profile,2025-03-12,BATCH-2021-W28
Q-0007654,ALM-2021-02-131,202102131,Sistem Informasi,2021,ORCID,"""Dinda Aulia Utami"" ORCID",research_profile,2026-07-26,BATCH-2021-W28
Q-0007655,ALM-2021-02-131,202102131,Sistem Informasi,2021,LinkedIn,"""Dinda Aulia Utami"" ""Consultant"" ""Malang""",career_context,2026-04-08,BATCH-2021-W28
Q-0007656,ALM-2021-02-132,202102132,Sistem Informasi,2021,Web Umum,"""Muhammad Ilham Puspitasari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-06-22,BATCH-2021-W42
Q-0007657,ALM-2021-02-132,202102132,Sistem Informasi,2021,Web Umum,"""Muhammad Ilham Puspitasari"" ""Sistem Informasi"" ""UMM""",identity_major,2026-06-21,BATCH-2021-W42
Q-0007658,ALM-2021-02-132,202102132,Sistem Informasi,2021,Google Scholar,"""Muhammad Ilham Puspitasari"" site:scholar.google.com",academic_profile,2025-04-25,BATCH-2021-W42
Q-0007659,ALM-2021-02-132,202102132,Sistem Informasi,2021,ORCID,"""Muhammad Ilham Puspitasari"" ORCID",research_profile,2026-06-09,BATCH-2021-W42
Q-0007660,ALM-2021-02-132,202102132,Sistem Informasi,2021,LinkedIn,"""Muhammad Ilham Puspitasari"" ""Engineer"" ""Malang""",career_context,2025-04-28,BATCH-2021-W42
