alumni_id,nim,nama_lengkap,nama_variasi,jenis_kelamin,tanggal_lahir,kota_asal,fakultas,prodi,angkatan,tahun_lulus,ipk,predikat,email,no_hp,kata_kunci_afiliasi,kata_kunci_konteks,target_role,instansi_terakhir,lokasi_terakhir,status_pelacakan,confidence_score,sumber_terakhir,tanggal_update
ALM-2018-01-001,201801001,Muhammad Hafiz Kusuma,Muhammad Hafiz Kusuma | M. Hafiz Kusuma | Muhammad H. | Hafiz Kusuma M.,L,2001-07-03,Sidoarjo,Fakultas Teknik,Informatika,2018,2022,3.56,Cumlaude,muhammad.hafiz.kusuma1@alumni.umm.ac.id,089963334018,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2018 | Lulus 2022 | Sidoarjo,QA Engineer,PT Telkom Indonesia,Malang,Belum Dilacak,0.0,Belum Ada,2024-10-01
ALM-2019-01-094,201901094,Fitri Rani Ramadhan,Fitri Rani Ramadhan | F. Rani Ramadhan | Fitri R. | Rani Ramadhan F.,P,2001-10-20,Sidoarjo,Fakultas Teknik,Informatika,2019,2024,3.74,Cumlaude,fitri.rani.ramadhan94@alumni.umm.ac.id,086242404559,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Sidoarjo,Software Engineer,PT Semen Indonesia,Gresik,Belum Dilacak,0.0,Belum Ada,2026-11-09
ALM-2019-01-095,201901095,Fitri Hafiz Putra,Fitri Hafiz Putra | F. Hafiz Putra | Fitri H. | Hafiz Putra F.,P,2001-02-09,Surabaya,Fakultas Teknik,Informatika,2019,2023,2.91,Memuaskan,fitri.hafiz.putra95@alumni.umm.ac.id,087239587766,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Surabaya,AI Engineer,PT Pupuk Kaltim,Gresik,Belum Dilacak,0.0,Belum Ada,2023-09-01
ALM-2019-01-096,201901096,Fajar Wahyu Santoso,Fajar Wahyu Santoso | F. Wahyu Santoso | Fajar W. | Wahyu Santoso F.,L,2000-05-27,Pasuruan,Fakultas Teknik,Informatika,2019,2023,3.03,Sangat Memuaskan,fajar.wahyu.santoso96@alumni.umm.ac.id,081647181551,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Pasuruan,QA Engineer,PT Bank Mandiri,Kediri,Belum Dilacak,0.0,Belum Ada,2024-08-23
ALM-2019-01-097,201901097,Yusuf Andi Setiawan,Yusuf Andi Setiawan | Y. Andi Setiawan | Yusuf A. | Andi Setiawan Y.,L,1999-08-18,Blitar,Fakultas Teknik,Informatika,2019,2024,2.84,Memuaskan,yusuf.andi.setiawan97@alumni.umm.ac.id,083019265031,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Blitar,Backend Developer,PT BCA,Jember,Perlu Verifikasi Manual,0.49,Belum Ada,2024-07-25
ALM-2019-01-098,201901098,Rani Rizky Nugroho,Rani Rizky Nugroho | R. Rizky Nugroho | Rani R. | Rizky Nugroho R.,P,2004-03-02,Surabaya,Fakultas Teknik,Informatika,2019,2023,3.32,Sangat Memuaskan,rani.rizky.nugroho98@alumni.umm.ac.id,082387545832,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Surabaya,Software Engineer,UMKM Digital Malang,Mojokerto,Belum Dilacak,0.0,Belum Ada,2024-11-10
ALM-2019-01-099,201901099,Rafi Fajar Nugroho,Rafi Fajar Nugroho | R. Fajar Nugroho | Rafi F. | Fajar Nugroho R.,L,2000-04-07,Gresik,Fakultas Teknik,Informatika,2019,2024,3.14,Sangat Memuaskan,rafi.fajar.nugroho99@alumni.umm.ac.id,085808858383,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Gresik,Backend Developer,PT Telkom Indonesia,Malang,Belum Dilacak,0.0,Belum Ada,2025-12-20
ALM-2019-01-100,201901100,Rafi Andi Kusuma,Rafi Andi Kusuma | R. Andi Kusuma | Rafi A. | Andi Kusuma R.,L,2000-10-07,Pasuruan,Fakultas Teknik,Informatika,2019,2023,3.57,Cumlaude,rafi.andi.kusuma100@alumni.umm.ac.id,081257922823,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Pasuruan,Data Engineer,Startup Nusantara,Sidoarjo,Teridentifikasi dari sumber publik,0.92,Google Scholar,2024-04-11
ALM-2019-01-101,201901101,Annisa Iqbal Pratama,Annisa Iqbal Pratama | A. Iqbal Pratama | Annisa I. | Iqbal Pratama A.,P,2006-09-24,Jember,Fakultas Teknik,Informatika,2019,2023,3.62,Cumlaude,annisa.iqbal.pratama101@alumni.umm.ac.id,085464569299,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Jember,QA Engineer,PT Unilever Indonesia,Blitar,Belum Dilacak,0.0,Belum Ada,2023-10-06
ALM-2019-01-102,201901102,Safira Nadya Santoso,Safira Nadya Santoso | S. Nadya Santoso | Safira N. | Nadya Santoso S.,P,2008-09-23,Batu,Fakultas Teknik,Informatika,2019,2023,2.83,Memuaskan,safira.nadya.santoso102@alumni.umm.ac.id,085960796665,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Batu,Data Engineer,PT BCA,Mojokerto,Belum Dilacak,0.0,Belum Ada,2025-09-13
ALM-2019-01-103,201901103,Muhammad Melati Sari,Muhammad Melati Sari | M. Melati Sari | Muhammad M. | Melati Sari M.,L,2007-09-14,Batu,Fakultas Teknik,Informatika,2019,2023,3.13,Sangat Memuaskan,muhammad.melati.sari103@alumni.umm.ac.id,089861985372,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Batu,AI Engineer,PT Semen Indonesia,Gresik,Belum Dilacak,0.0,Belum Ada,2025-03-20
ALM-2019-01-104,201901104,Safira Dinda Maulana,Safira Dinda Maulana | S. Dinda Maulana | Safira D. | Dinda Maulana S.,P,2000-03-28,Surabaya,Fakultas Teknik,Informatika,2019,2023,2.8,Memuaskan,safira.dinda.maulana104@alumni.umm.ac.id,085027818352,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Surabaya,Backend Developer,PT Telkom Indonesia,Gresik,Belum Dilacak,0.0,Belum Ada,2023-01-19
ALM-2019-01-105,201901105,Rizka Nisa Kurniawan,Rizka Nisa Kurniawan | R. Nisa Kurniawan | Rizka N. | Nisa Kurniawan R.,P,2006-11-12,Batu,Fakultas Teknik,Informatika,2019,2023,2.81,Memuaskan,rizka.nisa.kurniawan105@alumni.umm.ac.id,084083121646,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Batu,Software Engineer,PT Bank Mandiri,Pasuruan,Perlu Verifikasi Manual,0.72,ResearchGate,2025-01-12
ALM-2019-01-106,201901106,Amelia Fajar Kurniawan,Amelia Fajar Kurniawan | A. Fajar Kurniawan | Amelia F. | Fajar Kurniawan A.,P,2001-12-24,Mojokerto,Fakultas Teknik,Informatika,2019,2023,3.63,Cumlaude,amelia.fajar.kurniawan106@alumni.umm.ac.id,088878930685,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Mojokerto,Software Engineer,PT Bank Mandiri,Mojokerto,Belum Dilacak,0.0,Belum Ada,2023-09-13
ALM-2019-01-107,201901107,Reza Nisa Kusuma,Reza Nisa Kusuma | R. Nisa Kusuma | Reza N. | Nisa Kusuma R.,L,2005-05-23,Sidoarjo,Fakultas Teknik,Informatika,2019,2024,3.65,Cumlaude,reza.nisa.kusuma107@alumni.umm.ac.id,087771289365,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Sidoarjo,QA Engineer,UMKM Digital Malang,Jember,Perlu Verifikasi Manual,0.5,Google Scholar,2026-07-17
ALM-2019-01-108,201901108,Intan Annisa Kurniawan,Intan Annisa Kurniawan | I. Annisa Kurniawan | Intan A. | Annisa Kurniawan I.,P,2003-12-20,Kediri,Fakultas Teknik,Informatika,2019,2023,3.41,Sangat Memuaskan,intan.annisa.kurniawan108@alumni.umm.ac.id,089576406794,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Kediri,Data Engineer,PT Semen Indonesia,Jember,Perlu Verifikasi Manual,0.55,Google Scholar,2025-09-07
ALM-2019-01-109,201901109,Fitri Galih Sari,Fitri Galih Sari | F. Galih Sari | Fitri G. | Galih Sari F.,P,2004-01-28,Pasuruan,Fakultas Teknik,Informatika,2019,2024,2.75,Memuaskan,fitri.galih.sari109@alumni.umm.ac.id,089659953069,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Pasuruan,Backend Developer,PT BCA,Malang,Belum Dilacak,0.0,Belum Ada,2024-06-01
ALM-2019-01-110,201901110,Fitri Zahra Puspitasari,Fitri Zahra Puspitasari | F. Zahra Puspitasari | Fitri Z. | Zahra Puspitasari F.,P,2005-05-26,Batu,Fakultas Teknik,Informatika,2019,2023,2.86,Memuaskan,fitri.zahra.puspitasari110@alumni.umm.ac.id,087272240574,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Batu,Backend Developer,PT Pertamina,Blitar,Belum Dilacak,0.0,Belum Ada,2023-04-09
ALM-2019-01-111,201901111,Putri Laila Ramadhan,Putri Laila Ramadhan | P. Laila Ramadhan | Putri L. | Laila Ramadhan P.,P,2005-05-19,Gresik,Fakultas Teknik,Informatika,2019,2023,3.62,Cumlaude,putri.laila.ramadhan111@alumni.umm.ac.id,088700464894,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Gresik,Backend Developer,PT Pupuk Kaltim,Batu,Perlu Verifikasi Manual,0.48,Belum Ada,2024-01-24
ALM-2019-01-112,201901112,Putri Fajar Maulana,Putri Fajar Maulana | P. Fajar Maulana | Putri F. | Fajar Maulana P.,P,2002-11-26,Jember,Fakultas Teknik,Informatika,2019,2024,3.87,Cumlaude,putri.fajar.maulana112@alumni.umm.ac.id,084308800114,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Jember,AI Engineer,PT Telkom Indonesia,Jember,Belum Dilacak,0.0,Belum Ada,2024-06-18
ALM-2019-01-113,201901113,Yusuf Zahra Kusuma,Yusuf Zahra Kusuma | Y. Zahra Kusuma | Yusuf Z. | Zahra Kusuma Y.,L,2000-09-19,Malang,Fakultas Teknik,Informatika,2019,2024,3.92,Cumlaude,yusuf.zahra.kusuma113@alumni.umm.ac.id,081386903346,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Malang,QA Engineer,PT BCA,Jember,Belum Dilacak,0.0,Belum Ada,2024-08-19
ALM-2019-01-114,201901114,Hafiz Intan Santoso,Hafiz Intan Santoso | H. Intan Santoso | Hafiz I. | Intan Santoso H.,L,1999-12-15,Jember,Fakultas Teknik,Informatika,2019,2024,3.68,Cumlaude,hafiz.intan.santoso114@alumni.umm.ac.id,085874232824,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Jember,AI Engineer,PT Bank Mandiri,Pasuruan,Belum Dilacak,0.0,Belum Ada,2024-09-20
ALM-2019-01-115,201901115,Bagas Dimas Santoso,Bagas Dimas Santoso | B. Dimas Santoso | Bagas D. | Dimas Santoso B.,L,2007-09-17,Jember,Fakultas Teknik,Informatika,2019,2023,3.57,Cumlaude,bagas.dimas.santoso115@alumni.umm.ac.id,083473979489,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Jember,Software Engineer,Startup Nusantara,Jember,Belum Dilacak,0.0,Belum Ada,2023-06-12
ALM-2019-01-116,201901116,Arif Yusuf Sari,Arif Yusuf Sari | A. Yusuf Sari | Arif Y. | Yusuf Sari A.,L,2005-11-29,Pasuruan,Fakultas Teknik,Informatika,2019,2023,3.28,Sangat Memuaskan,arif.yusuf.sari116@alumni.umm.ac.id,082002830207,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Pasuruan,Data Engineer,PT Pertamina,Surabaya,Belum Dilacak,0.0,Belum Ada,2023-10-05
ALM-2019-01-117,201901117,Aulia Siti Rahmawati,Aulia Siti Rahmawati | A. Siti Rahmawati | Aulia S. | Siti Rahmawati A.,P,2002-06-03,Pasuruan,Fakultas Teknik,Informatika,2019,2024,2.78,Memuaskan,aulia.siti.rahmawati117@alumni.umm.ac.id,083310715848,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Pasuruan,Backend Developer,PT Unilever Indonesia,Mojokerto,Teridentifikasi dari sumber publik,0.88,Website Perusahaan,2026-03-23
ALM-2019-01-118,201901118,Iqbal Fitri Wijaya,Iqbal Fitri Wijaya | I. Fitri Wijaya | Iqbal F. | Fitri Wijaya I.,L,1999-06-28,Blitar,Fakultas Teknik,Informatika,2019,2023,2.82,Memuaskan,iqbal.fitri.wijaya118@alumni.umm.ac.id,082165144965,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Blitar,QA Engineer,Startup Nusantara,Malang,Belum Dilacak,0.0,Belum Ada,2024-11-28
ALM-2019-01-119,201901119,Nabila Ahmad Wibowo,Nabila Ahmad Wibowo | N. Ahmad Wibowo | Nabila A. | Ahmad Wibowo N.,P,2008-09-22,Jember,Fakultas Teknik,Informatika,2019,2023,3.93,Cumlaude,nabila.ahmad.wibowo119@alumni.umm.ac.id,084048090198,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Jember,Data Engineer,PT Pupuk Kaltim,Batu,Belum Dilacak,0.0,Belum Ada,2023-09-15
ALM-2019-01-120,201901120,Ahmad Farhan Wijaya,Ahmad Farhan Wijaya | A. Farhan Wijaya | Ahmad F. | Farhan Wijaya A.,L,2002-06-02,Kediri,Fakultas Teknik,Informatika,2019,2024,3.22,Sangat Memuaskan,ahmad.farhan.wijaya120@alumni.umm.ac.id,081674332429,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Kediri,Data Engineer,Startup Nusantara,Kediri,Belum Dilacak,0.0,Belum Ada,2024-09-09
ALM-2019-01-121,201901121,Ilham Aisyah Pratama,Ilham Aisyah Pratama | I. Aisyah Pratama | Ilham A. | Aisyah Pratama I.,L,2005-03-23,Blitar,Fakultas Teknik,Informatika,2019,2023,2.93,Memuaskan,ilham.aisyah.pratama121@alumni.umm.ac.id,089148305949,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Blitar,Backend Developer,PT PLN,Jember,Belum Dilacak,0.0,Belum Ada,2025-11-22
ALM-2019-01-122,201901122,Naufal Farhan Firmansyah,Naufal Farhan Firmansyah | N. Farhan Firmansyah | Naufal F. | Farhan Firmansyah N.,L,2000-09-17,Jember,Fakultas Teknik,Informatika,2019,2023,3.84,Cumlaude,naufal.farhan.firmansyah122@alumni.umm.ac.id,086709234482,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Jember,AI Engineer,PT Pertamina,Gresik,Teridentifikasi dari sumber publik,0.88,Belum Ada,2023-03-10
ALM-2019-01-123,201901123,Naufal Arif Firmansyah,Naufal Arif Firmansyah | N. Arif Firmansyah | Naufal A. | Arif Firmansyah N.,L,2000-10-09,Kediri,Fakultas Teknik,Informatika,2019,2023,3.42,Sangat Memuaskan,naufal.arif.firmansyah123@alumni.umm.ac.id,081508469555,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Kediri,Data Engineer,PT Pertamina,Malang,Teridentifikasi dari sumber publik,0.94,ResearchGate,2024-05-15
ALM-2019-01-124,201901124,Aisyah Iqbal Rahmawati,Aisyah Iqbal Rahmawati | A. Iqbal Rahmawati | Aisyah I. | Iqbal Rahmawati A.,P,2000-06-22,Sidoarjo,Fakultas Teknik,Informatika,2019,2023,3.66,Cumlaude,aisyah.iqbal.rahmawati124@alumni.umm.ac.id,081997216402,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Sidoarjo,Software Engineer,PT Astra International,Surabaya,Teridentifikasi dari sumber publik,0.87,Website Perusahaan,2025-08-23
ALM-2019-01-125,201901125,Intan Aisyah Ananda,Intan Aisyah Ananda | I. Aisyah Ananda | Intan A. | Aisyah Ananda I.,P,2004-04-24,Sidoarjo,Fakultas Teknik,Informatika,2019,2023,2.98,Memuaskan,intan.aisyah.ananda125@alumni.umm.ac.id,085433392180,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Sidoarjo,Software Engineer,PT BCA,Jember,Belum Dilacak,0.0,Belum Ada,2023-04-03
ALM-2019-01-126,201901126,Adit Melati Ananda,Adit Melati Ananda | A. Melati Ananda | Adit M. | Melati Ananda A.,L,2006-09-18,Kediri,Fakultas Teknik,Informatika,2019,2024,3.82,Cumlaude,adit.melati.ananda126@alumni.umm.ac.id,087131304971,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Kediri,Software Engineer,PT Gudang Garam,Jember,Teridentifikasi dari sumber publik,0.85,Belum Ada,2026-10-18
ALM-2019-01-127,201901127,Galih Reza Utami,Galih Reza Utami | G. Reza Utami | Galih R. | Reza Utami G.,L,2004-02-15,Malang,Fakultas Teknik,Informatika,2019,2023,3.37,Sangat Memuaskan,galih.reza.utami127@alumni.umm.ac.id,084157531471,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Malang,AI Engineer,PT Semen Indonesia,Mojokerto,Teridentifikasi dari sumber publik,0.95,Google Scholar,2024-08-13
ALM-2019-01-128,201901128,Nadya Nadya Hidayat,Nadya Nadya Hidayat | N. Nadya Hidayat | Nadya N. | Nadya Hidayat N.,P,2003-09-27,Blitar,Fakultas Teknik,Informatika,2019,2023,3.58,Cumlaude,nadya.nadya.hidayat128@alumni.umm.ac.id,084881257367,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Blitar,QA Engineer,Startup Nusantara,Pasuruan,Belum Dilacak,0.0,Belum Ada,2023-03-25
ALM-2019-01-129,201901129,Iqbal Dinda Maulana,Iqbal Dinda Maulana | I. Dinda Maulana | Iqbal D. | Dinda Maulana I.,L,2004-01-21,Malang,Fakultas Teknik,Informatika,2019,2023,3.29,Sangat Memuaskan,iqbal.dinda.maulana129@alumni.umm.ac.id,084847409832,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Malang,QA Engineer,PT PLN,Blitar,Belum Dilacak,0.0,Belum Ada,2025-03-23
ALM-2019-01-130,201901130,Rizky Bagas Utami,Rizky Bagas Utami | R. Bagas Utami | Rizky B. | Bagas Utami R.,L,2006-02-10,Kediri,Fakultas Teknik,Informatika,2019,2023,3.38,Sangat Memuaskan,rizky.bagas.utami130@alumni.umm.ac.id,085079161918,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Kediri,QA Engineer,PT Unilever Indonesia,Jember,Belum Dilacak,0.0,Belum Ada,2024-10-28
ALM-2019-01-131,201901131,Andi Arif Hidayat,Andi Arif Hidayat | A. Arif Hidayat | Andi A. | Arif Hidayat A.,L,2007-08-17,Malang,Fakultas Teknik,Informatika,2019,2024,3.12,Sangat Memuaskan,andi.arif.hidayat131@alumni.umm.ac.id,089422285317,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Malang,Data Engineer,Startup Nusantara,Sidoarjo,Belum Dilacak,0.0,Belum Ada,2024-01-20
ALM-2019-01-132,201901132,Aulia Nadya Ananda,Aulia Nadya Ananda | A. Nadya Ananda | Aulia N. | Nadya Ananda A.,P,2008-08-04,Pasuruan,Fakultas Teknik,Informatika,2019,2023,3.48,Sangat Memuaskan,aulia.nadya.ananda132@alumni.umm.ac.id,083119423746,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Pasuruan,Backend Developer,PT Gudang Garam,Pasuruan,Belum Dilacak,0.0,Belum Ada,2023-10-20
ALM-2019-01-133,201901133,Bagas Rizka Santoso,Bagas Rizka Santoso | B. Rizka Santoso | Bagas R. | Rizka Santoso B.,L,2005-12-13,Mojokerto,Fakultas Teknik,Informatika,2019,2023,2.81,Memuaskan,bagas.rizka.santoso133@alumni.umm.ac.id,081636755414,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Mojokerto,Data Engineer,PT Telkom Indonesia,Sidoarjo,Perlu Verifikasi Manual,0.66,Website Perusahaan,2024-06-03
ALM-2019-01-134,201901134,Fajar Dinda Hidayat,Fajar Dinda Hidayat | F. Dinda Hidayat | Fajar D. | Dinda Hidayat F.,L,2000-10-22,Blitar,Fakultas Teknik,Informatika,2019,2023,3.91,Cumlaude,fajar.dinda.hidayat134@alumni.umm.ac.id,081153931824,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Blitar,Data Engineer,PT Astra International,Kediri,Perlu Verifikasi Manual,0.71,ResearchGate,2025-02-10
ALM-2019-01-135,201901135,Aisyah Bagas Santoso,Aisyah Bagas Santoso | A. Bagas Santoso | Aisyah B. | Bagas Santoso A.,P,2002-09-10,Mojokerto,Fakultas Teknik,Informatika,2019,2024,3.38,Sangat Memuaskan,aisyah.bagas.santoso135@alumni.umm.ac.id,083988564933,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Mojokerto,AI Engineer,PT Telkom Indonesia,Surabaya,Belum Dilacak,0.0,Belum Ada,2026-02-16
ALM-2019-01-136,201901136,Nisa Syifa Maulana,Nisa Syifa Maulana | N. Syifa Maulana | Nisa S. | Syifa Maulana N.,P,2001-11-29,Mojokerto,Fakultas Teknik,Informatika,2019,2023,3.86,Cumlaude,nisa.syifa.maulana136@alumni.umm.ac.id,087432749100,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Mojokerto,Backend Developer,PT Gudang Garam,Gresik,Teridentifikasi dari sumber publik,0.96,LinkedIn,2023-01-15
ALM-2019-01-137,201901137,Reza Melati Putra,Reza Melati Putra | R. Melati Putra | Reza M. | Melati Putra R.,L,2003-08-23,Malang,Fakultas Teknik,Informatika,2019,2023,3.17,Sangat Memuaskan,reza.melati.putra137@alumni.umm.ac.id,081911984483,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Malang,Backend Developer,UMKM Digital Malang,Blitar,Belum Dilacak,0.0,Belum Ada,2024-05-17
ALM-2019-01-138,201901138,Aulia Bagas Maulana,Aulia Bagas Maulana | A. Bagas Maulana | Aulia B. | Bagas Maulana A.,P,2002-10-30,Jember,Fakultas Teknik,Informatika,2019,2023,3.75,Cumlaude,aulia.bagas.maulana138@alumni.umm.ac.id,086128257880,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Jember,Data Engineer,Startup Nusantara,Pasuruan,Perlu Verifikasi Manual,0.71,Belum Ada,2023-08-05
ALM-2019-01-139,201901139,Fitri Siti Utami,Fitri Siti Utami | F. Siti Utami | Fitri S. | Siti Utami F.,P,2007-10-17,Jember,Fakultas Teknik,Informatika,2019,2023,3.75,Cumlaude,fitri.siti.utami139@alumni.umm.ac.id,083301610601,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Jember,Backend Developer,PT Gudang Garam,Kediri,Teridentifikasi dari sumber publik,0.94,ORCID,2023-03-09
ALM-2019-01-140,201901140,Yusuf Aisyah Puspitasari,Yusuf Aisyah Puspitasari | Y. Aisyah Puspitasari | Yusuf A. | Aisyah Puspitasari Y.,L,2008-06-12,Sidoarjo,Fakultas Teknik,Informatika,2019,2024,2.97,Memuaskan,yusuf.aisyah.puspitasari140@alumni.umm.ac.id,088979273911,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Sidoarjo,Software Engineer,PT BCA,Jember,Belum Dilacak,0.0,Belum Ada,2025-08-27
ALM-2019-01-141,201901141,Dinda Nisa Wibowo,Dinda Nisa Wibowo | D. Nisa Wibowo | Dinda N. | Nisa Wibowo D.,P,2000-12-17,Surabaya,Fakultas Teknik,Informatika,2019,2023,3.69,Cumlaude,dinda.nisa.wibowo141@alumni.umm.ac.id,084340584292,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Surabaya,Software Engineer,PT Pupuk Kaltim,Mojokerto,Belum Dilacak,0.0,Belum Ada,2025-03-07
ALM-2019-01-142,201901142,Rizka Nisa Wibowo,Rizka Nisa Wibowo | R. Nisa Wibowo | Rizka N. | Nisa Wibowo R.,P,2007-09-12,Kediri,Fakultas Teknik,Informatika,2019,2023,3.67,Cumlaude,rizka.nisa.wibowo142@alumni.umm.ac.id,085263701409,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Kediri,Backend Developer,UMKM Digital Malang,Malang,Belum Dilacak,0.0,Belum Ada,2025-02-01
ALM-2019-01-143,201901143,Siti Syifa Permata,Siti Syifa Permata | S. Syifa Permata | Siti S. | Syifa Permata S.,P,2002-09-27,Pasuruan,Fakultas Teknik,Informatika,2019,2023,2.87,Memuaskan,siti.syifa.permata143@alumni.umm.ac.id,088497100471,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Pasuruan,Software Engineer,PT Gudang Garam,Blitar,Teridentifikasi dari sumber publik,0.82,Google Scholar,2023-05-09
ALM-2019-01-144,201901144,Annisa Bagas Santoso,Annisa Bagas Santoso | A. Bagas Santoso | Annisa B. | Bagas Santoso A.,P,2000-09-03,Sidoarjo,Fakultas Teknik,Informatika,2019,2023,2.89,Memuaskan,annisa.bagas.santoso144@alumni.umm.ac.id,081439698549,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Sidoarjo,AI Engineer,PT Astra International,Mojokerto,Belum Dilacak,0.0,Belum Ada,2025-05-19
ALM-2019-01-145,201901145,Andi Dimas Wibowo,Andi Dimas Wibowo | A. Dimas Wibowo | Andi D. | Dimas Wibowo A.,L,2005-11-16,Kediri,Fakultas Teknik,Informatika,2019,2024,2.81,Memuaskan,andi.dimas.wibowo145@alumni.umm.ac.id,085419489933,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Kediri,Software Engineer,PT PLN,Jember,Belum Dilacak,0.0,Belum Ada,2025-03-23
ALM-2019-01-146,201901146,Melati Putri Wibowo,Melati Putri Wibowo | M. Putri Wibowo | Melati P. | Putri Wibowo M.,P,2002-09-23,Gresik,Fakultas Teknik,Informatika,2019,2023,3.92,Cumlaude,melati.putri.wibowo146@alumni.umm.ac.id,081566056427,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2023 | Gresik,QA Engineer,PT PLN,Pasuruan,Belum Dilacak,0.0,Belum Ada,2025-08-16
ALM-2019-01-147,201901147,Bagas Arif Kurniawan,Bagas Arif Kurniawan | B. Arif Kurniawan | Bagas A. | Arif Kurniawan B.,L,2001-11-22,Kediri,Fakultas Teknik,Informatika,2019,2024,2.97,Memuaskan,bagas.arif.kurniawan147@alumni.umm.ac.id,086689805567,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2019 | Lulus 2024 | Kediri,QA Engineer,PT Telkom Indonesia,Surabaya,Belum Dilacak,0.0,Belum Ada,2025-08-28
